Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Lebanon,2022,2022-01-19,22,Weather related,Storm,Storm
Cambodia,2022,2022-01-01,3919,Weather related,Storm,Storm
West Bank and Gaza,2022,2022-01-26,30,Weather related,Storm,Storm
Vietnam,2022,2022-04-06,9,Weather related,Storm,Storm
Indonesia,2022,2022-04-18,266,Geophysical,Earthquake,Earthquake
Indonesia,2022,2022-04-14,148,Weather related,Flood,Flood
Tunisia,2022,2022-03-19,2000,Weather related,Flood,Flood
Indonesia,2022,2022-04-01,164,Weather related,Storm,Tornado
Philippines,2022,2022-03-16,5,Weather related,Storm,Tornado
Philippines,2022,2022-03-25,78,Weather related,Storm,Tornado
Norway,2022,2022-03-29,19,Weather related,Mass Movement,Avalanche
United States,2022,2022-03-22,169,Weather related,Storm,Tornado
Indonesia,2022,2022-04-06,19,Weather related,Storm,Tornado
Pakistan,2022,2022-05-09,4000,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-04-09,4,Weather related,Storm,Tornado
Indonesia,2022,2022-04-10,12,Weather related,Storm,Tornado
Malaysia,2022,2022-04-12,137,Weather related,Flood,Flood
Central African Republic,2022,2022-04-01,1265,Weather related,Storm,Storm
Nepal,2022,2022-04-20,4,Weather related,Storm,Storm
China,2022,2022-03-01,465,Weather related,Flood,Flood
Portugal,2022,2022-03-19,2000,Geophysical,Earthquake,Earthquake
Uzbekistan,2022,2022-04-20,100,Weather related,Flood,Flood
Ghana,2022,2022-03-18,30,Weather related,Storm,Storm
Philippines,2022,2022-02-19,170,Weather related,Storm,Tornado
Philippines,2022,2022-02-25,13,Weather related,Storm,Tornado
Indonesia,2022,2022-04-19,4,Weather related,Flood,Flood
Indonesia,2022,2022-04-23,5,Weather related,Storm,Tornado
Malaysia,2022,2022-04-26,34,Weather related,Flood,Flood
"Korea, Rep.",2022,2022-04-10,26,Weather related,Wildfire,Wildfire
China,2022,2022-04-11,100,Weather related,Storm,Hailstorm
Indonesia,2022,2022-04-13,4,Weather related,Flood,Flood
Nepal,2022,2022-04-29,4,Weather related,Storm,Storm
Philippines,2022,2022-04-04,871490,Weather related,Storm,Storm
Philippines,2022,2022-02-27,356,Weather related,Flood,Flood
Indonesia,2022,2022-04-14,39,Weather related,Mass Movement,Landslide/Wet mass movement
Vietnam,2022,2022-04-14,10,Weather related,Storm,Storm
Indonesia,2022,2022-04-19,31,Weather related,Storm,Tornado
Ghana,2022,2022-03-16,5,Weather related,Storm,Storm
United States,2022,2022-04-17,231,Weather related,Wildfire,Wildfire
Sri Lanka,2022,2022-04-05,21,Weather related,Storm,Storm
United States,2022,2022-04-11,100,Weather related,Wildfire,Wildfire
Sri Lanka,2022,2022-04-10,36,Weather related,Storm,Storm
Ghana,2022,2022-03-28,2,Weather related,Storm,Storm
Norway,2022,2022-04-21,30,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-04-06,950,Weather related,Wildfire,Wildfire
Haiti,2022,2022-01-30,10725,Weather related,Flood,Flood
United States,2022,2022-05-30,74,Weather related,Storm,Tornado
Malaysia,2022,2022-06-02,541,Weather related,Flood,Flood
United States,2022,2022-04-13,200,Weather related,Wildfire,Wildfire
United States,2022,2022-04-18,35,Weather related,Storm,Winter storm/Blizzard
United States,2022,2022-04-12,2000,Weather related,Wildfire,Wildfire
China,2022,2022-04-25,2,Weather related,Flood,Flood
Ghana,2022,2022-02-20,209,Weather related,Storm,Storm
United States,2022,2022-04-19,4000,Weather related,Wildfire,Wildfire
United States,2022,2022-03-21,1867,Weather related,Storm,Tornado
China,2022,2022-04-24,6494,Weather related,Flood,Flood
Vietnam,2022,2022-04-27,9,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-04-22,2000,Weather related,Wildfire,Wildfire
"Iran, Islamic Rep.",2022,2022-05-04,300,Weather related,Flood,Flood
Sri Lanka,2022,2022-04-09,12,Weather related,Mass Movement,Landslide/Wet mass movement
Afghanistan,2022,2022-02-23,6327,Geophysical,Earthquake,Earthquake
India,2022,2022-04-14,16370,Weather related,Storm,Storm
Pakistan,2022,2022-05-07,61,Weather related,Flood,Flood
Nepal,2022,2022-04-02,131,Weather related,Storm,Storm
Malaysia,2022,2022-05-09,17,Weather related,Flood,Flood
Papua New Guinea,2022,2022-01-11,2750,Weather related,Flood,Flood
Afghanistan,2022,2022-04-14,24,Weather related,Flood,Flood
Afghanistan,2022,2022-04-19,72,Weather related,Flood,Flood
Malaysia,2022,2022-05-11,1958,Weather related,Flood,Flood
Indonesia,2022,2022-04-30,3,Weather related,Mass Movement,Landslide/Wet mass movement
Canada,2022,2022-05-07,969,Weather related,Flood,Flood
Pakistan,2022,2022-05-06,544,Geophysical,Earthquake,Earthquake
Malaysia,2022,2022-05-17,113,Weather related,Flood,Flood
Nepal,2022,2022-04-26,4,Weather related,Storm,Storm
Nepal,2022,2022-04-29,4,Weather related,Mass Movement,Landslide/Wet mass movement
Nepal,2022,2022-04-26,13,Weather related,Wildfire,Wildfire
Canada,2022,2022-04-28,1872,Weather related,Flood,Flood
Afghanistan,2022,2022-03-01,72,Weather related,Drought,Drought
Indonesia,2022,2022-04-28,93,Weather related,Storm,Tornado
Malaysia,2022,2022-05-17,43,Weather related,Flood,Flood
South Africa,2022,2022-05-21,250,Weather related,Flood,Flood
Kenya,2022,2022-05-18,98,Weather related,Storm,Storm
Philippines,2022,2022-05-11,250,Weather related,Flood,Flood
Philippines,2022,2022-05-03,1813,Weather related,Flood,Flood
Philippines,2022,2022-04-27,23916,Weather related,Flood,Flood
Indonesia,2022,2022-05-04,46,Weather related,Flood,Flood
Uganda,2022,2022-02-01,461,Weather related,Storm,Storm
Indonesia,2022,2022-05-01,4,Weather related,Storm,Tornado
United States,2022,2022-05-11,2241,Weather related,Wildfire,Wildfire
Philippines,2022,2022-05-09,184,Weather related,Flood,Flood
China,2022,2022-04-27,1,Weather related,Flood,Flood
Burundi,2022,2022-01-01,201,Weather related,Storm,Storm
Burundi,2022,2022-01-01,71,Weather related,Storm,Storm
Burundi,2022,2022-02-01,25,Weather related,Storm,Hailstorm
Burundi,2022,2022-02-01,54,Weather related,Storm,Storm
Burundi,2022,2022-02-01,67,Weather related,Storm,Storm
Malaysia,2022,2022-05-25,231,Weather related,Flood,Flood
Malaysia,2022,2022-05-25,22,Weather related,Flood,Flood
Afghanistan,2022,2022-05-21,48,Weather related,Flood,Flood
Indonesia,2022,2022-05-23,150,Weather related,Flood,Flood
Indonesia,2022,2022-06-05,4,Weather related,Storm,Tornado
Afghanistan,2022,2022-05-10,40,Weather related,Storm,Storm
Afghanistan,2022,2022-05-17,145,Weather related,Flood,Flood
Afghanistan,2022,2022-05-21,8,Weather related,Storm,Storm
Afghanistan,2022,2022-05-22,80,Weather related,Flood,Flood
Belgium,2022,2022-06-05,92,Weather related,Storm,Storm
Indonesia,2022,2022-06-06,8,Weather related,Storm,Tornado
Afghanistan,2022,2022-05-20,8,Weather related,Flood,Flood
Canada,2022,2022-04-25,1400,Weather related,Flood,Flood
Indonesia,2022,2022-05-28,69,Weather related,Flood,Flood
Indonesia,2022,2022-05-23,221,Weather related,Flood,Flood
Indonesia,2022,2022-05-23,11,Weather related,Flood,Flood
Indonesia,2022,2022-05-27,19,Weather related,Storm,Tornado
Afghanistan,2022,2022-05-18,24,Weather related,Flood,Flood
Vietnam,2022,2022-06-08,5,Weather related,Mass Movement,Avalanche
Vietnam,2022,2022-05-09,70,Weather related,Storm,Storm
Indonesia,2022,2022-05-22,15,Weather related,Storm,Tornado
Indonesia,2022,2022-03-15,108,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-03-16,8,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-03-13,179,Weather related,Flood,Flood
Canada,2022,2022-05-08,1149,Weather related,Flood,Flood
Türkiye,2022,2022-03-28,211,Weather related,Mass Movement,Avalanche
Canada,2022,2022-05-14,30,Weather related,Flood,Flood
Indonesia,2022,2022-05-18,116,Weather related,Storm,Tornado
Vietnam,2022,2022-05-17,32,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-03-05,8,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-05-21,5,Weather related,Mass Movement,Avalanche
Vietnam,2022,2022-05-21,22,Weather related,Flood,Flood
Vietnam,2022,2022-05-29,14,Weather related,Mass Movement,Landslide/Wet mass movement
Greece,2022,2022-01-11,50,Weather related,Storm,Storm
Indonesia,2022,2022-02-25,4,Weather related,Mass Movement,Landslide/Wet mass movement
Türkiye,2022,2022-03-23,10,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-02-22,8,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-02-19,4,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-02-17,4,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-02-07,1,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-02-10,4,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-01-16,4,Weather related,Mass Movement,Landslide/Wet mass movement
Türkiye,2022,2022-02-01,7,Weather related,Mass Movement,Avalanche
Indonesia,2022,2022-01-27,6,Weather related,Mass Movement,Avalanche
Cyprus,2022,2022-05-27,54,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-01-20,4,Weather related,Mass Movement,Landslide/Wet mass movement
Vietnam,2022,2022-05-31,5,Weather related,Mass Movement,Avalanche
China,2022,2022-05-29,5000,Weather related,Flood,Flood
Türkiye,2022,2022-01-24,145,Weather related,Mass Movement,Avalanche
Türkiye,2022,2022-02-02,36,Weather related,Mass Movement,Avalanche
Philippines,2022,2022-05-29,625,Weather related,Flood,Flood
China,2022,2022-06-01,12700,Geophysical,Earthquake,Earthquake
United States,2022,2022-04-24,27562,Weather related,Wildfire,Wildfire
Philippines,2022,2022-02-26,289,Weather related,Flood,Flood
Bangladesh,2022,2022-05-13,5494,Weather related,Flood,Flood
India,2022,2022-05-13,133558,Weather related,Flood,Flood
Philippines,2022,2022-02-25,1678,Weather related,Flood,Flood
Philippines,2022,2022-03-21,1,Geophysical,Earthquake,Earthquake
Indonesia,2022,2022-06-13,15,Weather related,Mass Movement,Landslide/Wet mass movement
Türkiye,2022,2022-03-15,17,Weather related,Mass Movement,Avalanche
Bangladesh,2022,2022-05-14,2030,Weather related,Storm,Storm
Bangladesh,2022,2022-05-15,2230,Weather related,Mass Movement,Landslide/Wet mass movement
Bangladesh,2022,2022-04-11,24,Weather related,Flood,Flood
Bangladesh,2022,2022-04-15,203,Weather related,Flood,Flood
Haiti,2022,2022-03-04,47,Weather related,Flood,Flood
United States,2022,2022-04-22,753,Weather related,Wildfire,Wildfire
Türkiye,2022,2022-04-18,20,Weather related,Mass Movement,Avalanche
Somalia,2022,2022-05-10,4416,Weather related,Storm,Storm
Indonesia,2022,2022-05-31,229,Weather related,Flood,Flood
United States,2022,2022-04-18,2100,Weather related,Wildfire,Wildfire
Bangladesh,2022,2022-04-06,24,Weather related,Flood,Flood
"Congo, Dem. Rep.",2022,2022-04-01,150,Weather related,Mass Movement,Avalanche
India,2022,2022-05-05,1539,Weather related,Storm,Typhoon/Hurricane/Cyclone
"Congo, Dem. Rep.",2022,2022-04-01,35585,Weather related,Flood,Flood
"Congo, Dem. Rep.",2022,2022-04-01,7566,Weather related,Flood,Flood
India,2022,2022-03-16,1525,Weather related,Storm,Storm
Myanmar,2022,2022-03-16,4990,Weather related,Storm,Storm
Türkiye,2022,2022-03-31,92,Weather related,Mass Movement,Avalanche
Myanmar,2022,2022-04-01,224,Weather related,Storm,Storm
"Korea, Rep.",2022,2022-05-31,951,Weather related,Wildfire,Wildfire
Vietnam,2022,2022-06-06,46,Weather related,Mass Movement,Landslide/Wet mass movement
Cambodia,2022,2022-05-01,811,Weather related,Flood,Flood
Afghanistan,2022,2022-05-03,10862,Weather related,Flood,Flood
United States,2022,2022-06-11,300,Weather related,Wildfire,Wildfire
Japan,2022,2022-01-01,21,Weather related,Extreme Temperature,Cold wave
United States,2022,2022-05-17,1000,Weather related,Wildfire,Wildfire
Vietnam,2022,2022-06-07,9,Weather related,Mass Movement,Avalanche
Türkiye,2022,2022-04-12,17,Weather related,Mass Movement,Avalanche
Myanmar,2022,2022-05-02,46,Weather related,Storm,Storm
Indonesia,2022,2022-06-08,27670,Geophysical,Earthquake,Earthquake
Myanmar,2022,2022-05-08,4,Weather related,Storm,Storm
Germany,2022,2022-05-20,8,Weather related,Storm,Tornado
Vietnam,2022,2022-05-21,14,Weather related,Mass Movement,Avalanche
Vietnam,2022,2022-06-09,88,Weather related,Mass Movement,Landslide/Wet mass movement
Türkiye,2022,2022-03-22,132,Weather related,Mass Movement,Avalanche
Myanmar,2022,2022-05-02,768,Weather related,Storm,Storm
Myanmar,2022,2022-04-03,51,Weather related,Storm,Storm
Türkiye,2022,2022-01-09,23,Weather related,Flood,Flood
Türkiye,2022,2022-04-04,30,Weather related,Flood,Flood
Türkiye,2022,2022-03-26,554,Weather related,Mass Movement,Avalanche
China,2022,2022-06-13,42,Weather related,Mass Movement,Landslide/Wet mass movement
Türkiye,2022,2022-02-20,99,Weather related,Mass Movement,Avalanche
China,2022,2022-06-13,1,Weather related,Flood,Flood
Philippines,2022,2022-06-02,285,Weather related,Storm,Tornado
Myanmar,2022,2022-04-18,50,Weather related,Storm,Storm
Philippines,2022,2022-01-01,7189,Weather related,Flood,Flood
Philippines,2022,2022-01-25,41,Weather related,Flood,Flood
Philippines,2022,2022-03-10,75540,Weather related,Flood,Flood
Philippines,2022,2022-02-11,2577,Weather related,Flood,Flood
Myanmar,2022,2022-04-07,13,Weather related,Storm,Storm
Philippines,2022,2022-03-26,11600,Geophysical,Volcanic activity,Volcanic activity
Philippines,2022,2022-04-03,15,Weather related,Flood,Flood
Philippines,2022,2022-04-16,39101,Weather related,Flood,Flood
Myanmar,2022,2022-04-29,4,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-04-11,16,Weather related,Storm,Storm
Myanmar,2022,2022-05-20,89,Weather related,Storm,Storm
Myanmar,2022,2022-04-30,30,Weather related,Storm,Storm
Myanmar,2022,2022-04-18,38,Weather related,Storm,Storm
China,2022,2022-06-10,25790,Geophysical,Earthquake,Earthquake
Finland,2022,2022-03-07,8,Weather related,Mass Movement,Avalanche
Russian Federation,2022,2022-02-02,41,Weather related,Flood,Flood
Indonesia,2022,2022-06-12,4,Weather related,Mass Movement,Landslide/Wet mass movement
"Yemen, Rep.",2022,2022-04-01,170114,Weather related,Flood,Flood
Bangladesh,2022,2022-05-21,203,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-05-13,40,Weather related,Wildfire,Wildfire
China,2022,2022-06-12,10,Weather related,Flood,Flood
Indonesia,2022,2022-06-12,31,Weather related,Storm,Tornado
Indonesia,2022,2022-06-12,4,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-06-06,13,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-24,21,Weather related,Storm,Tornado
Myanmar,2022,2022-04-22,17,Weather related,Storm,Storm
Philippines,2022,2022-06-05,602,Geophysical,Volcanic activity,Volcanic activity
Bangladesh,2022,2022-05-19,1218,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-04,59,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-11,181,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-27,72,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-25,30,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-05-20,1500,Weather related,Flood,Flood
Myanmar,2022,2022-05-22,42,Weather related,Storm,Storm
Malaysia,2022,2022-07-04,33,Weather related,Flood,Flood
Malaysia,2022,2022-07-05,1424,Weather related,Flood,Flood
Vietnam,2022,2022-07-03,23,Weather related,Mass Movement,Landslide/Wet mass movement
"Hong Kong SAR, China",2022,2022-06-28,88,Weather related,Storm,Typhoon/Hurricane/Cyclone
Indonesia,2022,2022-06-27,19,Weather related,Flood,Flood
Indonesia,2022,2022-06-29,418,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-06-29,23,Weather related,Flood,Flood
"Korea, Rep.",2022,2022-06-28,19,Weather related,Flood,Flood
Japan,2022,2022-06-28,6,Weather related,Flood,Flood
China,2022,2022-07-03,1998,Weather related,Flood,Flood
China,2022,2022-06-26,12,Weather related,Mass Movement,Landslide/Wet mass movement
Uganda,2022,2022-03-01,95,Weather related,Storm,Hailstorm
Uganda,2022,2022-03-01,1146,Weather related,Storm,Hailstorm
Uganda,2022,2022-03-01,45,Weather related,Storm,Hailstorm
Uganda,2022,2022-03-01,892,Weather related,Storm,Hailstorm
Vietnam,2022,2022-07-05,10,Weather related,Flood,Flood
Indonesia,2022,2022-07-06,606,Weather related,Flood,Flood
Uganda,2022,2022-04-01,444,Weather related,Storm,Hailstorm
Uganda,2022,2022-04-01,362,Weather related,Storm,Hailstorm
Uganda,2022,2022-04-01,358,Weather related,Storm,Hailstorm
Uganda,2022,2022-04-01,1320,Weather related,Storm,Hailstorm
United States,2022,2022-06-27,125,Weather related,Wildfire,Wildfire
Uganda,2022,2022-05-01,455,Weather related,Storm,Hailstorm
Uganda,2022,2022-05-01,45,Weather related,Storm,Hailstorm
Canada,2022,2022-07-07,12,Weather related,Storm,Tornado
Uganda,2022,2022-05-01,91,Weather related,Flood,Flood
Philippines,2022,2022-07-07,40,Weather related,Flood,Flood
Indonesia,2022,2022-07-05,6,Weather related,Flood,Flood
Indonesia,2022,2022-07-06,14,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2022,2022-07-08,234,Weather related,Flood,Flood
Philippines,2022,2022-07-07,135,Weather related,Flood,Flood
Japan,2022,2022-07-05,7,Weather related,Storm,Storm
United States,2022,2022-07-05,28,Weather related,Wildfire,Wildfire
Canada,2022,2022-06-05,300,Weather related,Flood,Flood
Vietnam,2022,2022-07-08,297,Weather related,Storm,Storm surge
Russian Federation,2022,2022-05-07,224,Weather related,Wildfire,Wildfire
Russian Federation,2022,2022-05-06,105,Weather related,Wildfire,Wildfire
Russian Federation,2022,2022-05-06,218,Weather related,Wildfire,Wildfire
Vietnam,2022,2022-07-09,172,Weather related,Storm,Storm surge
Philippines,2022,2022-07-10,9,Weather related,Flood,Flood
Philippines,2022,2022-07-11,55,Weather related,Flood,Flood
China,2022,2022-07-10,305,Weather related,Flood,Flood
China,2022,2022-07-11,43,Weather related,Flood,Flood
Uganda,2022,2022-06-01,146,Weather related,Storm,Hailstorm
Afghanistan,2022,2022-06-09,2363,Weather related,Drought,Drought
Afghanistan,2022,2022-06-13,353,Weather related,Flood,Flood
Afghanistan,2022,2022-06-20,48,Weather related,Flood,Flood
Afghanistan,2022,2022-06-20,16,Weather related,Flood,Flood
Afghanistan,2022,2022-06-22,201,Weather related,Flood,Flood
Indonesia,2022,2022-07-13,27,Weather related,Flood,Flood
Indonesia,2022,2022-07-13,576,Weather related,Flood,Flood
United States,2022,2022-05-31,300,Weather related,Wildfire,Wildfire
Nepal,2022,2022-06-05,2640,Weather related,Flood,Flood
Nepal,2022,2022-06-05,920,Weather related,Flood,Flood
Nepal,2022,2022-06-05,3420,Weather related,Flood,Flood
Nepal,2022,2022-06-05,39630,Weather related,Flood,Flood
Nepal,2022,2022-06-05,15,Weather related,Flood,Flood
Nepal,2022,2022-06-05,15205,Weather related,Flood,Flood
Nepal,2022,2022-06-05,27070,Weather related,Flood,Flood
Sri Lanka,2022,2022-07-03,89,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,674318,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,229692,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,7245490,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,4163,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,2224,Weather related,Flood,Flood
Pakistan,2022,2022-06-14,4536,Weather related,Flood,Flood
Pakistan,2022,2022-06-09,7,Weather related,Storm,Storm
Philippines,2022,2022-07-13,137,Weather related,Flood,Flood
India,2022,2022-05-29,1400074,Weather related,Flood,Flood
India,2022,2022-05-29,144259,Weather related,Flood,Flood
India,2022,2022-05-29,205,Weather related,Flood,Flood
India,2022,2022-05-29,4701,Weather related,Flood,Flood
India,2022,2022-05-29,516,Weather related,Flood,Flood
India,2022,2022-05-29,9306,Weather related,Flood,Flood
India,2022,2022-05-29,1211,Weather related,Flood,Flood
India,2022,2022-05-29,81031,Weather related,Flood,Flood
India,2022,2022-05-29,717,Weather related,Flood,Flood
India,2022,2022-05-29,1316,Weather related,Flood,Flood
India,2022,2022-05-29,201,Weather related,Flood,Flood
India,2022,2022-05-29,4885,Weather related,Flood,Flood
India,2022,2022-05-29,1828,Weather related,Flood,Flood
India,2022,2022-05-29,4213,Weather related,Flood,Flood
India,2022,2022-05-29,13600,Weather related,Flood,Flood
India,2022,2022-05-29,1924,Weather related,Flood,Flood
Indonesia,2022,2022-07-15,209,Weather related,Flood,Flood
Indonesia,2022,2022-07-16,220,Weather related,Flood,Flood
Indonesia,2022,2022-07-15,260,Weather related,Flood,Flood
Philippines,2022,2022-07-14,350,Weather related,Flood,Flood
Canada,2022,2022-07-14,137,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-07-16,12,Weather related,Storm,Tornado
Canada,2022,2022-07-13,2000,Weather related,Wildfire,Wildfire
United States,2022,2022-07-15,2,Weather related,Flood,Flood
United States,2022,2022-07-12,70,Weather related,Wildfire,Wildfire
United States,2022,2022-07-17,20,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-07-15,4,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2022,2022-07-15,785,Weather related,Flood,Flood
Indonesia,2022,2022-07-15,9,Weather related,Flood,Flood
Indonesia,2022,2022-07-15,8,Weather related,Flood,Flood
Philippines,2022,2022-07-16,480,Weather related,Flood,Flood
Italy,2022,2022-07-18,1090,Weather related,Wildfire,Wildfire
New Caledonia,2022,2022-02-08,113,Weather related,Storm,Typhoon/Hurricane/Cyclone
New Zealand,2022,2022-02-08,19,Weather related,Storm,Typhoon/Hurricane/Cyclone
Vanuatu,2022,2022-02-08,384,Weather related,Storm,Typhoon/Hurricane/Cyclone
Italy,2022,2022-07-19,600,Weather related,Wildfire,Wildfire
Slovenia,2022,2022-07-19,500,Weather related,Wildfire,Wildfire
Greece,2022,2022-07-19,600,Weather related,Wildfire,Wildfire
United States,2022,2022-05-07,50,Weather related,Flood,Flood
New Caledonia,2022,2022-04-03,45,Weather related,Storm,Storm
Bangladesh,2022,2022-06-19,589,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-05-02,1248,Weather related,Storm,Storm
Bangladesh,2022,2022-06-06,349,Weather related,Flood,Flood
Côte d'Ivoire,2022,2022-06-16,2515,Weather related,Flood,Flood
Niger,2022,2022-06-01,247574,Weather related,Flood,Flood
Japan,2022,2022-07-16,416,Weather related,Flood,Flood
Morocco,2022,2022-07-13,9487,Weather related,Wildfire,Wildfire
Vanuatu,2022,2022-05-16,2,Weather related,Storm,Typhoon/Hurricane/Cyclone
Papua New Guinea,2022,2022-01-20,129,Weather related,Flood,Flood
China,2022,2022-07-18,26368,Weather related,Flood,Flood
Indonesia,2022,2022-07-20,15,Weather related,Storm,Tornado
Cambodia,2022,2022-07-11,171,Weather related,Flood,Flood
American Samoa,2022,2022-07-12,59,Weather related,Storm,Storm surge
French Polynesia,2022,2022-07-12,15,Weather related,Storm,Storm surge
Cook Islands,2022,2022-07-12,7,Weather related,Storm,Storm surge
"Iran, Islamic Rep.",2022,2022-07-02,6548,Geophysical,Earthquake,Earthquake
"Korea, Rep.",2022,2022-07-18,116,Weather related,Flood,Flood
Colombia,2022,2022-07-17,96,Weather related,Storm,Storm
Myanmar,2022,2022-05-08,1654,Weather related,Flood,Flood
Myanmar,2022,2022-05-08,139,Weather related,Flood,Flood
Vietnam,2022,2022-07-18,5,Weather related,Storm,Storm
Indonesia,2022,2022-07-20,4,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2022,2022-07-17,29,Weather related,Flood,Flood
Philippines,2022,2022-07-18,13630,Weather related,Flood,Flood
United Kingdom,2022,2022-07-19,551,Weather related,Wildfire,Wildfire
United States,2022,2022-07-18,500,Weather related,Wildfire,Wildfire
Ecuador,2022,2022-07-03,79,Weather related,Flood,Flood
United States,2022,2022-07-18,125,Weather related,Wildfire,Wildfire
Bangladesh,2022,2022-06-23,2873,Weather related,Flood,Flood
Bangladesh,2022,2022-06-23,100,Weather related,Flood,Flood
Nicaragua,2022,2022-07-02,3000,Weather related,Storm,Typhoon/Hurricane/Cyclone
Indonesia,2022,2022-07-24,10,Weather related,Flood,Flood
Indonesia,2022,2022-07-22,8,Weather related,Flood,Flood
Philippines,2022,2022-07-21,6107,Weather related,Storm,Storm
Philippines,2022,2022-07-22,17,Weather related,Flood,Flood
Indonesia,2022,2022-07-19,4,Weather related,Storm,Tornado
Indonesia,2022,2022-07-18,16,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-07-22,8014,Weather related,Wildfire,Wildfire
Cuba,2022,2022-06-07,5171,Weather related,Flood,Flood
Fiji,2022,2022-06-15,14,Weather related,Wave action,Rogue Wave
Italy,2022,2022-07-24,500,Weather related,Wildfire,Wildfire
Colombia,2022,2022-03-01,80,Weather related,Flood,Flood
United States,2022,2022-07-07,199,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-07-24,61,Weather related,Flood,Flood
Philippines,2022,2022-07-22,480,Weather related,Flood,Flood
Japan,2022,2022-07-24,35,Geophysical,Volcanic activity,Volcanic activity
Canada,2022,2022-06-22,5,Weather related,Flood,Flood
Chad,2022,2022-03-31,158000,Weather related,Flood,Flood
United States,2022,2022-07-21,75,Weather related,Wildfire,Wildfire
France,2022,2022-07-12,38250,Weather related,Wildfire,Wildfire
Croatia,2022,2022-07-13,100,Weather related,Wildfire,Wildfire
Philippines,2022,2022-07-27,200042,Geophysical,Earthquake,Earthquake
Ecuador,2022,2022-07-25,1599,Geophysical,Earthquake,Earthquake
United States,2022,2022-07-25,12229,Weather related,Flood,Flood
Portugal,2022,2022-07-25,80,Weather related,Wildfire,Wildfire
New Zealand,2022,2022-07-19,152,Weather related,Flood,Flood
France,2022,2022-07-26,280,Weather related,Wildfire,Wildfire
Philippines,2022,2022-07-18,4863,Weather related,Flood,Flood
Indonesia,2022,2022-07-27,23,Weather related,Flood,Flood
Australia,2022,2022-02-22,13925,Weather related,Flood,Flood
Philippines,2022,2022-07-26,241,Weather related,Flood,Flood
Italy,2022,2022-07-27,410,Weather related,Wildfire,Wildfire
United States,2022,2022-07-21,30,Weather related,Wildfire,Wildfire
Portugal,2022,2022-07-09,865,Weather related,Wildfire,Wildfire
United States,2022,2022-07-26,9126,Weather related,Flood,Flood
Portugal,2022,2022-07-17,40,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-07-28,357,Weather related,Flood,Flood
Spain,2022,2022-07-15,5800,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-21,585,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-24,450,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-24,900,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-15,3065,Weather related,Wildfire,Wildfire
Philippines,2022,2022-07-03,125,Weather related,Flood,Flood
Philippines,2022,2022-07-27,730,Weather related,Flood,Flood
"Iran, Islamic Rep.",2022,2022-07-28,11212,Weather related,Flood,Flood
Philippines,2022,2022-07-29,2485,Weather related,Flood,Flood
United States,2022,2022-07-29,5800,Weather related,Wildfire,Wildfire
